mode,queries,recall_5,recall_10,recall_20,recall_30,precision_5,precision_10,hit_1,hit_3,hit_5,hit_10,mrr,ndcg_5,ndcg_10,avg_latency_ms,dense_ms,sparse_ms,fusion_ms,reranker_ms
hybrid,100,0.655,0.6933333333333332,0.7253333333333333,0.7461666666666666,0.37800000000000006,0.276,0.58,0.64,0.66,0.71,0.6203075487314618,1.2046352858387228,1.4648439146137178,7346.65521900286,672.4490260111634,2388.0159760045353,0.4394329886417836,3534.541151005542
